Effective area for Roman (m^2) - parameters as of 2021 06 14

Mirror surfaces are coated with Ag

   Wave      F062      F087      F106      F129      F158      F184      F146      F213    SNPrism   Grism_1stOrder  Grism_0thOrder
     1.673    0.0000    0.0000    0.0000    0.0000    2.9778    0.8529    2.9778    0.0000    2.8891      1.9846      0.0106
     1.674    0.0000    0.0000    0.0000    0.0000    2.9781    0.9033    2.9781    0.0000    2.8895      1.9821      0.0107
     1.675    0.0000    0.0000    0.0000    0.0000    2.9784    0.9548    2.9784    0.0000    2.8897      1.9796      0.0108
     1.676    0.0000    0.0000    0.0000    0.0000    2.9787    1.0074    2.9787    0.0000    2.8900      1.9771      0.0109
     1.677    0.0000    0.0000    0.0000    0.0000    2.9790    1.0610    2.9790    0.0000    2.8903      1.9745      0.0111
     1.678    0.0000    0.0000    0.0000    0.0000    2.9792    1.1154    2.9792    0.0000    2.8905      1.9720      0.0112
     1.679    0.0000    0.0000    0.0000    0.0000    2.9793    1.1705    2.9793    0.0000    2.8906      1.9693      0.0113
     1.680    0.0000    0.0000    0.0000    0.0000    2.9797    1.2262    2.9797    0.0000    2.8909      1.9669      0.0114
     1.681    0.0000    0.0000    0.0000    0.0000    2.9807    1.2827    2.9807    0.0000    2.8919      1.9648      0.0115
     1.682    0.0000    0.0000    0.0000    0.0000    2.9816    1.3395    2.9817    0.0000    2.8929      1.9628      0.0116
     1.683    0.0000    0.0000    0.0000    0.0000    2.9820    1.3962    2.9820    0.0000    2.8933      1.9603      0.0117
     1.684    0.0000    0.0000    0.0000    0.0000    2.9821    1.4527    2.9821    0.0000    2.8933      1.9577      0.0118
     1.685    0.0000    0.0000    0.0000    0.0000    2.9823    1.5092    2.9823    0.0000    2.8935      1.9551      0.0120
     1.686    0.0000    0.0000    0.0000    0.0000    2.9825    1.5654    2.9826    0.0000    2.8938      1.9525      0.0121
     1.687    0.0000    0.0000    0.0000    0.0000    2.9828    1.6212    2.9828    0.0000    2.8940      1.9500      0.0122
     1.688    0.0000    0.0000    0.0000    0.0000    2.9830    1.6764    2.9830    0.0000    2.8942      1.9474      0.0123
     1.689    0.0000    0.0000    0.0000    0.0000    2.9832    1.7309    2.9832    0.0000    2.8944      1.9449      0.0124
     1.690    0.0000    0.0000    0.0000    0.0000    2.9834    1.7846    2.9835    0.0000    2.8946      1.9423      0.0125
     1.691    0.0000    0.0000    0.0000    0.0000    2.9836    1.8374    2.9837    0.0000    2.8948      1.9397      0.0127
     1.692    0.0000    0.0000    0.0000    0.0000    2.9838    1.8890    2.9839    0.0000    2.8951      1.9372      0.0128
     1.693    0.0000    0.0000    0.0000    0.0000    2.9840    1.9396    2.9842    0.0000    2.8953      1.9346      0.0129
     1.694    0.0000    0.0000    0.0000    0.0000    2.9842    1.9888    2.9843    0.0000    2.8955      1.9320      0.0130
     1.695    0.0000    0.0000    0.0000    0.0000    2.9842    2.0365    2.9844    0.0000    2.8956      1.9294      0.0131
     1.696    0.0000    0.0000    0.0000    0.0000    2.9845    2.0831    2.9848    0.0000    2.8959      1.9269      0.0133
     1.697    0.0000    0.0000    0.0000    0.0000    2.9855    2.1285    2.9858    0.0000    2.8969      1.9249      0.0134
     1.698    0.0000    0.0000    0.0000    0.0000    2.9864    2.1724    2.9868    0.0000    2.8978      1.9228      0.0135
     1.699    0.0000    0.0000    0.0000    0.0000    2.9867    2.2142    2.9871    0.0000    2.8982      1.9203      0.0136
     1.700    0.0000    0.0000    0.0000    0.0000    2.9867    2.2542    2.9872    0.0000    2.8983      1.9177      0.0138
     1.701    0.0000    0.0000    0.0000    0.0000    2.9870    2.2927    2.9876    0.0000    2.8987      1.9152      0.0139
     1.702    0.0000    0.0000    0.0000    0.0000    2.9872    2.3294    2.9880    0.0000    2.8990      1.9128      0.0140
     1.703    0.0000    0.0000    0.0000    0.0000    2.9873    2.3644    2.9883    0.0000    2.8993      1.9103      0.0141
     1.704    0.0000    0.0000    0.0000    0.0000    2.9877    2.3978    2.9888    0.0000    2.8998      1.9079      0.0143
     1.705    0.0000    0.0000    0.0000    0.0000    2.9887    2.4300    2.9900    0.0000    2.9010      1.9060      0.0144
     1.706    0.0000    0.0000    0.0000    0.0000    2.9896    2.4605    2.9912    0.0000    2.9021      1.9040      0.0145
     1.707    0.0000    0.0000    0.0000    0.0000    2.9899    2.4888    2.9917    0.0000    2.9027      1.9017      0.0147
     1.708    0.0000    0.0000    0.0000    0.0000    2.9898    2.5152    2.9920    0.0000    2.9029      1.8992      0.0148
     1.709    0.0000    0.0000    0.0000    0.0000    2.9898    2.5401    2.9924    0.0000    2.9033      1.8967      0.0149
     1.710    0.0000    0.0000    0.0000    0.0000    2.9898    2.5634    2.9928    0.0000    2.9037      1.8943      0.0151
     1.711    0.0000    0.0000    0.0000    0.0000    2.9897    2.5852    2.9933    0.0000    2.9042      1.8919      0.0152
     1.712    0.0000    0.0000    0.0000    0.0000    2.9894    2.6055    2.9937    0.0000    2.9045      1.8895      0.0154
     1.713    0.0000    0.0000    0.0000    0.0000    2.9891    2.6244    2.9941    0.0000    2.9049      1.8870      0.0155
     1.714    0.0000    0.0000    0.0000    0.0000    2.9887    2.6419    2.9945    0.0000    2.9053      1.8846      0.0156
     1.715    0.0000    0.0000    0.0000    0.0000    2.9882    2.6581    2.9950    0.0000    2.9058      1.8822      0.0158
     1.716    0.0000    0.0000    0.0000    0.0000    2.9875    2.6730    2.9953    0.0000    2.9061      1.8798      0.0159
     1.717    0.0000    0.0000    0.0000    0.0000    2.9865    2.6866    2.9956    0.0000    2.9064      1.8772      0.0160
     1.718    0.0000    0.0000    0.0000    0.0000    2.9856    2.6994    2.9961    0.0000    2.9069      1.8749      0.0162
     1.719    0.0000    0.0000    0.0000    0.0000    2.9851    2.7116    2.9973    0.0000    2.9080      1.8729      0.0163
     1.720    0.0000    0.0000    0.0000    0.0000    2.9844    2.7229    2.9984    0.0000    2.9091      1.8710      0.0165
     1.721    0.0000    0.0000    0.0000    0.0000    2.9829    2.7327    2.9990    0.0000    2.9097      1.8686      0.0166
     1.722    0.0000    0.0000    0.0000    0.0000    2.9807    2.7413    2.9992    0.0000    2.9099      1.8661      0.0168
     1.723    0.0000    0.0000    0.0000    0.0000    2.9784    2.7492    2.9995    0.0000    2.9102      1.8636      0.0169
     1.724    0.0000    0.0000    0.0000    0.0000    2.9758    2.7565    2.9999    0.0000    2.9106      1.8612      0.0170
     1.725    0.0000    0.0000    0.0000    0.0000    2.9728    2.7630    3.0002    0.0000    2.9109      1.8587      0.0172
     1.726    0.0000    0.0000    0.0000    0.0000    2.9693    2.7688    3.0006    0.0000    2.9112      1.8562      0.0173
     1.727    0.0000    0.0000    0.0000    0.0000    2.9654    2.7741    3.0009    0.0000    2.9115      1.8537      0.0175
     1.728    0.0000    0.0000    0.0000    0.0000    2.9611    2.7788    3.0012    0.0000    2.9119      1.8513      0.0176
     1.729    0.0000    0.0000    0.0000    0.0000    2.9561    2.7831    3.0015    0.0000    2.9121      1.8488      0.0178
     1.730    0.0000    0.0000    0.0000    0.0000    2.9506    2.7869    3.0018    0.0000    2.9124      1.8463      0.0179
     1.731    0.0000    0.0000    0.0000    0.0000    2.9445    2.7903    3.0021    0.0000    2.9127      1.8438      0.0181
     1.732    0.0000    0.0000    0.0000    0.0000    2.9376    2.7933    3.0024    0.0000    2.9130      1.8413      0.0182
     1.733    0.0000    0.0000    0.0000    0.0000    2.9299    2.7958    3.0025    0.0000    2.9131      1.8387      0.0184
     1.734    0.0000    0.0000    0.0000    0.0000    2.9216    2.7983    3.0029    0.0000    2.9134      1.8363      0.0185
     1.735    0.0000    0.0000    0.0000    0.0000    2.9131    2.8011    3.0038    0.0000    2.9144      1.8342      0.0187
     1.736    0.0000    0.0000    0.0000    0.0000    2.9037    2.8036    3.0048    0.0000    2.9153      1.8321      0.0189
     1.737    0.0000    0.0000    0.0000    0.0000    2.8927    2.8054    3.0052    0.0000    2.9157      1.8297      0.0190
     1.738    0.0000    0.0000    0.0000    0.0000    2.8804    2.8066    3.0052    0.0000    2.9157      1.8270      0.0192
     1.739    0.0000    0.0000    0.0000    0.0000    2.8671    2.8078    3.0053    0.0000    2.9158      1.8244      0.0193
     1.740    0.0000    0.0000    0.0000    0.0000    2.8528    2.8089    3.0055    0.0000    2.9160      1.8219      0.0195
     1.741    0.0000    0.0000    0.0000    0.0000    2.8372    2.8098    3.0056    0.0000    2.9161      1.8193      0.0196
     1.742    0.0000    0.0000    0.0000    0.0000    2.8203    2.8106    3.0057    0.0000    2.9161      1.8167      0.0198
     1.743    0.0000    0.0000    0.0000    0.0000    2.8021    2.8113    3.0058    0.0000    2.9162      1.8141      0.0200
     1.744    0.0000    0.0000    0.0000    0.0000    2.7825    2.8119    3.0058    0.0000    2.9162      1.8115      0.0201
     1.745    0.0000    0.0000    0.0000    0.0000    2.7614    2.8122    3.0057    0.0000    2.9161      1.8088      0.0203
     1.746    0.0000    0.0000    0.0000    0.0000    2.7390    2.8127    3.0059    0.0000    2.9162      1.8062      0.0204
     1.747    0.0000    0.0000    0.0000    0.0000    2.7156    2.8138    3.0067    0.0000    2.9169      1.8041      0.0206
     1.748    0.0000    0.0000    0.0000    0.0000    2.6907    2.8147    3.0074    0.0000    2.9175      1.8019      0.0208
     1.749    0.0000    0.0000    0.0000    0.0000    2.6636    2.8150    3.0075    0.0000    2.9175      1.7993      0.0209
     1.750    0.0000    0.0000    0.0000    0.0000    2.6346    2.8150    3.0073    0.0000    2.9172      1.7965      0.0211
     1.751    0.0000    0.0000    0.0000    0.0000    2.6039    2.8149    3.0070    0.0000    2.9167      1.7937      0.0213
     1.752    0.0000    0.0000    0.0000    0.0000    2.5716    2.8148    3.0067    0.0000    2.9163      1.7909      0.0214
     1.753    0.0000    0.0000    0.0000    0.0000    2.5376    2.8147    3.0065    0.0000    2.9158      1.7881      0.0216
     1.754    0.0000    0.0000    0.0000    0.0000    2.5018    2.8144    3.0061    0.0000    2.9151      1.7853      0.0218
     1.755    0.0000    0.0000    0.0000    0.0000    2.4642    2.8140    3.0056    0.0000    2.9141      1.7823      0.0219
     1.756    0.0000    0.0000    0.0000    0.0000    2.4252    2.8139    3.0054    0.0000    2.9133      1.7796      0.0221
     1.757    0.0000    0.0000    0.0000    0.0000    2.3850    2.8143    3.0057    0.0000    2.9130      1.7771      0.0223
     1.758    0.0000    0.0000    0.0000    0.0000    2.3431    2.8146    3.0060    0.0000    2.9125      1.7747      0.0224
     1.759    0.0000    0.0000    0.0000    0.0000    2.2992    2.8144    3.0058    0.0000    2.9111      1.7719      0.0226
     1.760    0.0000    0.0000    0.0000    0.0000    2.2535    2.8138    3.0051    0.0000    2.9092      1.7689      0.0228
     1.761    0.0000    0.0000    0.0000    0.0000    2.2064    2.8133    3.0046    0.0000    2.9071      1.7660      0.0229
     1.762    0.0000    0.0000    0.0000    0.0000    2.1579    2.8129    3.0041    0.0000    2.9047      1.7631      0.0231
     1.763    0.0000    0.0000    0.0000    0.0000    2.1080    2.8125    3.0036    0.0000    2.9019      1.7602      0.0233
     1.764    0.0000    0.0000    0.0000    0.0000    2.0569    2.8120    3.0031    0.0000    2.8985      1.7573      0.0234
     1.765    0.0000    0.0000    0.0000    0.0000    2.0045    2.8115    3.0025    0.0000    2.8946      1.7543      0.0236
     1.766    0.0000    0.0000    0.0000    0.0000    1.9511    2.8109    3.0019    0.0000    2.8900      1.7514      0.0238
     1.767    0.0000    0.0000    0.0000    0.0000    1.8967    2.8104    3.0014    0.0000    2.8846      1.7485      0.0240
     1.768    0.0000    0.0000    0.0000    0.0000    1.8415    2.8099    3.0008    0.0000    2.8783      1.7455      0.0241
     1.769    0.0000    0.0000    0.0000    0.0000    1.7855    2.8093    3.0002    0.0000    2.8711      1.7426      0.0243
     1.770    0.0000    0.0000    0.0000    0.0000    1.7288    2.8087    2.9996    0.0000    2.8626      1.7396      0.0245
     1.771    0.0000    0.0000    0.0000    0.0000    1.6717    2.8082    2.9990    0.0000    2.8529      1.7367      0.0247
     1.772    0.0000    0.0000    0.0000    0.0000    1.6142    2.8076    2.9984    0.0000    2.8418      1.7338      0.0248
     1.773    0.0000    0.0000    0.0000    0.0000    1.5564    2.8070    2.9977    0.0000    2.8290      1.7308      0.0250
     1.774    0.0000    0.0000    0.0000    0.0000    1.4986    2.8064    2.9971    0.0000    2.8145      1.7279      0.0252
     1.775    0.0000    0.0000    0.0000    0.0000    1.4407    2.8059    2.9965    0.0000    2.7980      1.7249      0.0254
     1.776    0.0000    0.0000    0.0000    0.0000    1.3830    2.8053    2.9959    0.0000    2.7794      1.7220      0.0256
     1.777    0.0000    0.0000    0.0000    0.0000    1.3256    2.8047    2.9952    0.0000    2.7584      1.7191      0.0257
     1.778    0.0000    0.0000    0.0000    0.0000    1.2686    2.8041    2.9946    0.0000    2.7350      1.7161      0.0259
     1.779    0.0000    0.0000    0.0000    0.0000    1.2122    2.8036    2.9940    0.0000    2.7089      1.7132      0.0261
     1.780    0.0000    0.0000    0.0000    0.0000    1.1564    2.8030    2.9934    0.0000    2.6798      1.7103      0.0263
     1.781    0.0000    0.0000    0.0000    0.0000    1.1014    2.8022    2.9926    0.0000    2.6477      1.7073      0.0265
     1.782    0.0000    0.0000    0.0000    0.0000    1.0474    2.8018    2.9922    0.0000    2.6126      1.7045      0.0266
     1.783    0.0000    0.0000    0.0000    0.0000    0.9946    2.8020    2.9923    0.0000    2.5748      1.7020      0.0268
     1.784    0.0000    0.0000    0.0000    0.0000    0.9429    2.8021    2.9925    0.0000    2.5336      1.6996      0.0270
     1.785    0.0000    0.0000    0.0000    0.0000    0.8922    2.8017    2.9921    0.0000    2.4884      1.6968      0.0272
     1.786    0.0000    0.0000    0.0000    0.0000    0.8427    2.8011    2.9914    0.0000    2.4394      1.6938      0.0274
     1.787    0.0000    0.0000    0.0000    0.0000    0.7946    2.8005    2.9908    0.0000    2.3870      1.6909      0.0276
     1.788    0.0000    0.0000    0.0000    0.0000    0.7479    2.8001    2.9903    0.0000    2.3312      1.6881      0.0278
     1.789    0.0000    0.0000    0.0000    0.0000    0.7028    2.7996    2.9898    0.0000    2.2718      1.6853      0.0280
     1.790    0.0000    0.0000    0.0000    0.0000    0.6592    2.7991    2.9893    0.0000    2.2092      1.6824      0.0282
     1.791    0.0000    0.0000    0.0000    0.0000    0.6172    2.7986    2.9888    0.0000    2.1433      1.6796      0.0284
     1.792    0.0000    0.0000    0.0000    0.0000    0.5769    2.7982    2.9883    0.0000    2.0744      1.6768      0.0285
     1.793    0.0000    0.0000    0.0000    0.0000    0.5382    2.7978    2.9879    0.0000    2.0027      1.6741      0.0287
     1.794    0.0000    0.0000    0.0000    0.0000    0.5012    2.7974    2.9874    0.0000    1.9285      1.6713      0.0289
     1.795    0.0000    0.0000    0.0000    0.0000    0.4659    2.7970    2.9870    0.0000    1.8520      1.6685      0.0291
     1.796    0.0000    0.0000    0.0000    0.0000    0.4323    2.7967    2.9867    0.0000    1.7736      1.6658      0.0293
     1.797    0.0000    0.0000    0.0000    0.0000    0.4003    2.7965    2.9865    0.0000    1.6938      1.6632      0.0295
     1.798    0.0000    0.0000    0.0000    0.0000    0.3700    2.7960    2.9860    0.0000    1.6125      1.6604      0.0297
     1.799    0.0000    0.0000    0.0000    0.0000    0.3413    2.7950    2.9849    0.0000    1.5302      1.6572      0.0299
     1.800    0.0000    0.0000    0.0000    0.0000    0.3142    2.7941    2.9839    0.0000    1.4475      1.6542      0.0301
     1.801    0.0000    0.0000    0.0000    0.0000    0.2888    2.7940    2.9838    0.0000    1.3653      1.6516      0.0303
     1.802    0.0000    0.0000    0.0000    0.0000    0.2649    2.7939    2.9837    0.0000    1.2836      1.6491      0.0305
     1.803    0.0000    0.0000    0.0000    0.0000    0.2425    2.7932    2.9830    0.0000    1.2024      1.6462      0.0307
     1.804    0.0000    0.0000    0.0000    0.0000    0.2216    2.7925    2.9822    0.0000    1.1224      1.6432      0.0309
     1.805    0.0000    0.0000    0.0000    0.0000    0.2021    2.7923    2.9820    0.0000    1.0443      1.6406      0.0311
     1.806    0.0000    0.0000    0.0000    0.0000    0.1839    2.7925    2.9822    0.0000    0.9683      1.6382      0.0313
     1.807    0.0000    0.0000    0.0000    0.0000    0.1671    2.7925    2.9822    0.0000    0.8945      1.6358      0.0315
     1.808    0.0000    0.0000    0.0000    0.0000    0.1515    2.7926    2.9823    0.0000    0.8233      1.6333      0.0318
     1.809    0.0000    0.0000    0.0000    0.0000    0.1371    2.7928    2.9825    0.0000    0.7549      1.6309      0.0320
     1.810    0.0000    0.0000    0.0000    0.0000    0.1238    2.7928    2.9825    0.0000    0.6895      1.6284      0.0322
     1.811    0.0000    0.0000    0.0000    0.0000    0.1116    2.7921    2.9818    0.0000    0.6272      1.6256      0.0324
     1.812    0.0000    0.0000    0.0000    0.0000    0.1003    2.7916    2.9812    0.0000    0.5684      1.6228      0.0326
     1.813    0.0000    0.0000    0.0000    0.0000    0.0900    2.7917    2.9814    0.0000    0.5131      1.6204      0.0328
     1.814    0.0000    0.0000    0.0000    0.0000    0.0807    2.7919    2.9815    0.0000    0.4614      1.6180      0.0330
     1.815    0.0000    0.0000    0.0000    0.0000    0.0721    2.7914    2.9811    0.0000    0.4131      1.6153      0.0332
     1.816    0.0000    0.0000    0.0000    0.0000    0.0643    2.7908    2.9804    0.0000    0.3683      1.6124      0.0335
     1.817    0.0000    0.0000    0.0000    0.0000    0.0572    2.7907    2.9803    0.0000    0.3271      1.6099      0.0337
     1.818    0.0000    0.0000    0.0000    0.0000    0.0509    2.7912    2.9809    0.0000    0.2893      1.6078      0.0339
     1.819    0.0000    0.0000    0.0000    0.0000    0.0451    2.7922    2.9819    0.0000    0.2549      1.6059      0.0341
     1.820    0.0000    0.0000    0.0000    0.0000    0.0399    2.7931    2.9829    0.0000    0.2236      1.6039      0.0344
     1.821    0.0000    0.0000    0.0000    0.0000    0.0353    2.7935    2.9833    0.0000    0.1953      1.6017      0.0346
     1.822    0.0000    0.0000    0.0000    0.0000    0.0311    2.7936    2.9834    0.0000    0.1698      1.5993      0.0348
     1.823    0.0000    0.0000    0.0000    0.0000    0.0273    2.7938    2.9836    0.0000    0.1470      1.5970      0.0350
     1.824    0.0000    0.0000    0.0000    0.0000    0.0240    2.7942    2.9840    0.0000    0.1268      1.5947      0.0353
     1.825    0.0000    0.0000    0.0000    0.0000    0.0210    2.7944    2.9843    0.0000    0.1088      1.5924      0.0355
     1.826    0.0000    0.0000    0.0000    0.0000    0.0183    2.7947    2.9846    0.0000    0.0930      1.5901      0.0357
     1.827    0.0000    0.0000    0.0000    0.0000    0.0160    2.7950    2.9849    0.0000    0.0791      1.5878      0.0360
     1.828    0.0000    0.0000    0.0000    0.0000    0.0139    2.7953    2.9852    0.0000    0.0670      1.5856      0.0362
     1.829    0.0000    0.0000    0.0000    0.0000    0.0121    2.7956    2.9856    0.0000    0.0565      1.5833      0.0364
     1.830    0.0000    0.0000    0.0000    0.0000    0.0105    2.7960    2.9859    0.0000    0.0474      1.5810      0.0367
     1.831    0.0000    0.0000    0.0000    0.0000    0.0090    2.7963    2.9863    0.0000    0.0396      1.5788      0.0369
     1.832    0.0000    0.0000    0.0000    0.0000    0.0078    2.7966    2.9866    0.0000    0.0329      1.5765      0.0371
     1.833    0.0000    0.0000    0.0000    0.0000    0.0067    2.7969    2.9870    0.0000    0.0273      1.5743      0.0374
     1.834    0.0000    0.0000    0.0000    0.0000    0.0058    2.7973    2.9873    0.0000    0.0225      1.5721      0.0376
     1.835    0.0000    0.0000    0.0000    0.0000    0.0049    2.7976    2.9877    0.0000    0.0184      1.5698      0.0378
     1.836    0.0000    0.0000    0.0000    0.0000    0.0042    2.7980    2.9880    0.0000    0.0151      1.5676      0.0381
     1.837    0.0000    0.0000    0.0000    0.0000    0.0036    2.7983    2.9884    0.0000    0.0122      1.5653      0.0383
     1.838    0.0000    0.0000    0.0000    0.0000    0.0031    2.7986    2.9888    0.0000    0.0099      1.5631      0.0386
     1.839    0.0000    0.0000    0.0000    0.0000    0.0026    2.7990    2.9891    0.0000    0.0080      1.5609      0.0388
     1.840    0.0000    0.0000    0.0000    0.0000    0.0022    2.7993    2.9895    0.0000    0.0064      1.5586      0.0390
     1.841    0.0000    0.0000    0.0000    0.0000    0.0019    2.7997    2.9899    0.0000    0.0051      1.5564      0.0393
     1.842    0.0000    0.0000    0.0000    0.0000    0.0016    2.8000    2.9902    0.0000    0.0041      1.5542      0.0395
     1.843    0.0000    0.0000    0.0000    0.0000    0.0013    2.8003    2.9906    0.0000    0.0032      1.5520      0.0398
     1.844    0.0000    0.0000    0.0000    0.0000    0.0011    2.8007    2.9909    0.0000    0.0025      1.5497      0.0400
     1.845    0.0000    0.0000    0.0000    0.0000    0.0009    2.8010    2.9913    0.0000    0.0020      1.5475      0.0403
     1.846    0.0000    0.0000    0.0000    0.0000    0.0008    2.8013    2.9916    0.0000    0.0015      1.5453      0.0405
     1.847    0.0000    0.0000    0.0000    0.0000    0.0007    2.8017    2.9920    0.0000    0.0012      1.5430      0.0408
     1.848    0.0000    0.0000    0.0000    0.0000    0.0005    2.8020    2.9923    0.0000    0.0009      1.5408      0.0410
     1.849    0.0000    0.0000    0.0000    0.0000    0.0005    2.8023    2.9927    0.0000    0.0007      1.5385      0.0413
     1.850    0.0000    0.0000    0.0000    0.0000    0.0004    2.8026    2.9930    0.0000    0.0005      1.5363      0.0415
     1.851    0.0000    0.0000    0.0000    0.0000    0.0003    2.8029    2.9933    0.0000    0.0004      1.5340      0.0418
     1.852    0.0000    0.0000    0.0000    0.0000    0.0003    2.8032    2.9936    0.0000    0.0003      1.5317      0.0420
     1.853    0.0000    0.0000    0.0000    0.0000    0.0002    2.8034    2.9939    0.0000    0.0002      1.5295      0.0423
     1.854    0.0000    0.0000    0.0000    0.0000    0.0002    2.8037    2.9942    0.0000    0.0002      1.5272      0.0425
     1.855    0.0000    0.0000    0.0000    0.0000    0.0001    2.8040    2.9945    0.0000    0.0001      1.5249      0.0428
     1.856    0.0000    0.0000    0.0000    0.0000    0.0001    2.8043    2.9948    0.0001    0.0001      1.5226      0.0430
     1.857    0.0000    0.0000    0.0000    0.0000    0.0001    2.8046    2.9951    0.0001    0.0001      1.5203      0.0433
     1.858    0.0000    0.0000    0.0000    0.0000    0.0001    2.8049    2.9954    0.0001    0.0001      1.5180      0.0436
     1.859    0.0000    0.0000    0.0000    0.0000    0.0001    2.8052    2.9958    0.0001    0.0000      1.5156      0.0438
     1.860    0.0000    0.0000    0.0000    0.0000    0.0001    2.8055    2.9960    0.0001    0.0000      1.5133      0.0441
     1.861    0.0000    0.0000    0.0000    0.0000    0.0000    2.8056    2.9962    0.0001    0.0000      1.5108      0.0443
     1.862    0.0000    0.0000    0.0000    0.0000    0.0000    2.8060    2.9967    0.0002    0.0000      1.5085      0.0446
     1.863    0.0000    0.0000    0.0000    0.0000    0.0000    2.8070    2.9977    0.0002    0.0000      1.5064      0.0448
     1.864    0.0000    0.0000    0.0000    0.0000    0.0000    2.8080    2.9988    0.0002    0.0000      1.5043      0.0451
     1.865    0.0000    0.0000    0.0000    0.0000    0.0000    2.8084    2.9992    0.0003    0.0000      1.5019      0.0454
     1.866    0.0000    0.0000    0.0000    0.0000    0.0000    2.8086    2.9994    0.0003    0.0000      1.4993      0.0456
     1.867    0.0000    0.0000    0.0000    0.0000    0.0000    2.8089    2.9997    0.0004    0.0000      1.4967      0.0459
     1.868    0.0000    0.0000    0.0000    0.0000    0.0000    2.8091    3.0000    0.0005    0.0000      1.4940      0.0461
     1.869    0.0000    0.0000    0.0000    0.0000    0.0000    2.8093    3.0001    0.0005    0.0000      1.4913      0.0464
     1.870    0.0000    0.0000    0.0000    0.0000    0.0000    2.8097    3.0005    0.0006    0.0000      1.4886      0.0466
     1.871    0.0000    0.0000    0.0000    0.0000    0.0000    2.8106    3.0016    0.0008    0.0000      1.4861      0.0469
     1.872    0.0000    0.0000    0.0000    0.0000    0.0000    2.8116    3.0026    0.0009    0.0000      1.4835      0.0472
     1.873    0.0000    0.0000    0.0000    0.0000    0.0000    2.8120    3.0030    0.0010    0.0000      1.4806      0.0474
     1.874    0.0000    0.0000    0.0000    0.0000    0.0000    2.8121    3.0031    0.0012    0.0000      1.4773      0.0476
     1.875    0.0000    0.0000    0.0000    0.0000    0.0000    2.8123    3.0034    0.0014    0.0000      1.4741      0.0479
     1.876    0.0000    0.0000    0.0000    0.0000    0.0000    2.8126    3.0036    0.0017    0.0000      1.4707      0.0481
     1.877    0.0000    0.0000    0.0000    0.0000    0.0000    2.8128    3.0039    0.0019    0.0000      1.4672      0.0483
     1.878    0.0000    0.0000    0.0000    0.0000    0.0000    2.8130    3.0041    0.0023    0.0000      1.4635      0.0486
     1.879    0.0000    0.0000    0.0000    0.0000    0.0000    2.8132    3.0043    0.0026    0.0000      1.4597      0.0488
     1.880    0.0000    0.0000    0.0000    0.0000    0.0000    2.8134    3.0045    0.0030    0.0000      1.4556      0.0490
     1.881    0.0000    0.0000    0.0000    0.0000    0.0000    2.8136    3.0047    0.0035    0.0000      1.4514      0.0492
     1.882    0.0000    0.0000    0.0000    0.0000    0.0000    2.8138    3.0049    0.0041    0.0000      1.4469      0.0494
     1.883    0.0000    0.0000    0.0000    0.0000    0.0000    2.8140    3.0051    0.0047    0.0000      1.4423      0.0496
     1.884    0.0000    0.0000    0.0000    0.0000    0.0000    2.8141    3.0053    0.0054    0.0000      1.4373      0.0498
     1.885    0.0000    0.0000    0.0000    0.0000    0.0000    2.8142    3.0054    0.0062    0.0000      1.4321      0.0500
     1.886    0.0000    0.0000    0.0000    0.0000    0.0000    2.8144    3.0056    0.0071    0.0000      1.4266      0.0501
     1.887    0.0000    0.0000    0.0000    0.0000    0.0000    2.8147    3.0059    0.0081    0.0000      1.4208      0.0503
     1.888    0.0000    0.0000    0.0000    0.0000    0.0000    2.8147    3.0059    0.0093    0.0000      1.4146      0.0504
     1.889    0.0000    0.0000    0.0000    0.0000    0.0000    2.8141    3.0052    0.0106    0.0000      1.4077      0.0505
     1.890    0.0000    0.0000    0.0000    0.0000    0.0000    2.8134    3.0046    0.0121    0.0000      1.4005      0.0506
     1.891    0.0000    0.0000    0.0000    0.0000    0.0000    2.8134    3.0045    0.0137    0.0000      1.3931      0.0507
     1.892    0.0000    0.0000    0.0000    0.0000    0.0000    2.8136    3.0047    0.0156    0.0000      1.3855      0.0508
     1.893    0.0000    0.0000    0.0000    0.0000    0.0000    2.8137    3.0049    0.0176    0.0000      1.3773      0.0508
     1.894    0.0000    0.0000    0.0000    0.0000    0.0000    2.8137    3.0049    0.0199    0.0000      1.3686      0.0509
     1.895    0.0000    0.0000    0.0000    0.0000    0.0000    2.8137    3.0049    0.0225    0.0000      1.3595      0.0509
     1.896    0.0000    0.0000    0.0000    0.0000    0.0000    2.8138    3.0049    0.0253    0.0000      1.3499      0.0509
     1.897    0.0000    0.0000    0.0000    0.0000    0.0000    2.8138    3.0049    0.0285    0.0000      1.3397      0.0508
     1.898    0.0000    0.0000    0.0000    0.0000    0.0000    2.8137    3.0049    0.0320    0.0000      1.3289      0.0508
     1.899    0.0000    0.0000    0.0000    0.0000    0.0000    2.8137    3.0049    0.0358    0.0000      1.3176      0.0507
     1.900    0.0000    0.0000    0.0000    0.0000    0.0000    2.8137    3.0048    0.0401    0.0000      1.3057      0.0506
     1.901    0.0000    0.0000    0.0000    0.0000    0.0000    2.8136    3.0047    0.0448    0.0000      1.2932      0.0504
     1.902    0.0000    0.0000    0.0000    0.0000    0.0000    2.8134    3.0046    0.0499    0.0000      1.2800      0.0503
     1.903    0.0000    0.0000    0.0000    0.0000    0.0000    2.8133    3.0044    0.0556    0.0000      1.2662      0.0501
